sources avg max app min app
5 40.13382 46.0221 1 37.4105 9
10 48.14868 53.3155 1 44.3366 10
20 49.17187 53.8156 1 45.9688 5
30 51.70844 55.7188 1 48.9765 10
50 56.05002 60.4707 1 51.9284 7
70 57.70301 61.6962 1 54.0469 8
100 60.12313 64.9351 1 56.8926 10
200 65.93885 70.1352 1 62.1678 7
300 68.67228 72.718 1 64.2943 10
500 73.57941 77.1574 1 70.0413 9
