sources avg max app min app
5 50.58828 91.6622 1 28.0611 10
10 49.98655 89.5004 1 28.4695 9
20 46.93089 84.8159 1 20.7232 10
30 46.25503 86.0072 1 23.7283 10
50 46.68874 85.2788 1 25.5712 10
70 47.29571 84.1817 1 26.3775 10
100 45.88291 82.3464 1 25.8126 10
200 44.12032 80.7923 1 23.6387 10
300 43.61219 78.0213 1 23.2148 10
500 41.70685 75.5291 1 22.8569 10
