sources avg max app min app
5 40.58991 70.2279 1 24.7438 10
10 29.60749 57.6371 1 17.0585 8
20 27.76627 55.5601 1 16.8077 10
30 27.46455 55.4032 1 16.8614 9
50 26.96401 54.6523 1 14.2857 10
70 28.15399 56.9579 1 17.334 8
100 26.7636 55.9765 1 14.937 8
200 24.87829 51.9689 1 14.0566 10
300 24.63197 53.4127 1 13.3987 10
500 22.31695 49.7022 1 11.8387 9
