sources avg max app min app
5 28.73428 33.7983 1 26.4965 8
10 36.01244 40.9663 1 32.0495 10
20 39.33737 44.3388 1 36.1907 5
30 41.49314 45.8656 1 38.7827 10
50 45.23911 50.2996 1 41.5118 7
70 46.79624 51.8372 1 43.3885 8
100 48.46013 53.9832 1 45.3951 10
200 54.52102 59.8863 1 50.7866 7
300 56.895 62.6365 1 51.8856 10
500 62.1326 67.2737 1 57.8229 9
