time avg max app min app
0 40.04545 96.6364 2 0.0 1
360 84.45454 84.6364 10 84.1818 6
720 84.51819 84.7273 10 84.3636 6
1080 84.66367 84.8182 2 84.5455 4
1440 84.61822 84.7273 1 84.5455 5
1800 84.69094 84.8182 8 84.5455 9
2160 84.70912 84.7273 1 84.6364 2
2520 84.59094 84.6364 1 84.4545 7
2880 84.57274 84.7273 3 84.4545 5
3240 84.43634 84.6364 10 84.3636 4
3600 84.42724 84.6364 10 84.3636 3
