time avg max app min app
0 0.0 0.0 1 0.0 1
360 23.28069 24.5086 6 21.8945 5
720 35.02035 36.4046 6 32.6856 5
1080 42.27537 43.9189 6 39.5559 5
1440 46.82561 48.2596 6 43.9105 5
1800 49.24283 50.5119 6 46.2526 5
2160 51.26808 52.6413 6 48.1437 5
2520 52.7978 54.1769 6 49.7571 5
2880 53.98139 55.4464 6 51.0756 5
3240 55.15365 56.5315 6 52.2207 5
3600 56.30547 57.6781 6 53.3657 5
