time avg max app min app
0 0.0 0.0 1 0.0 1
360 24.50909 40.4545 1 17.6364 9
720 29.0091 43.4545 1 21.7273 9
1080 32.30001 46.3636 1 24.5455 9
1440 35.20001 49.1818 1 27.5455 9
1800 37.07272 51.0 1 29.0909 9
2160 38.94545 52.5455 1 31.2727 9
2520 40.21819 53.8182 1 32.2727 9
2880 41.24546 54.7273 1 33.6364 9
3240 42.3909 55.8182 1 34.8182 9
3600 43.10908 56.5455 1 35.1818 9
