sources avg max app min app
5 34.3976 35.7326 6 33.0775 7
10 44.92664 46.8142 4 40.7157 10
20 46.38149 48.5886 6 44.5662 10
30 47.92557 49.6271 6 46.3783 7
50 52.15508 53.8193 9 50.5138 8
70 53.93433 55.5166 8 52.5871 5
100 55.84168 57.1495 4 54.4087 7
200 64.34767 66.5529 10 62.2244 8
300 66.08216 69.2652 7 63.5448 10
500 72.53104 74.3867 7 70.9052 6
