sources avg max app min app
5 38.53813 71.1896 1 19.7726 10
10 43.30501 78.8782 1 23.5109 9
20 45.54577 83.8292 1 25.9816 10
30 46.00167 83.8664 1 22.8459 10
50 45.83364 83.0059 1 25.2274 10
70 46.82713 84.1142 1 25.1306 9
100 46.05687 83.5998 1 25.4601 10
200 45.03233 83.28 1 24.5879 9
300 45.27957 82.4955 1 24.6399 9
500 44.94609 81.8949 1 23.3408 10
