time avg max app min app
0 0.0 0.0 1 0.0 1
360 43.68326 46.6106 1 40.1958 9
720 57.08127 59.6689 1 53.007 9
1080 62.93038 65.2363 1 58.7692 9
1440 66.64732 68.8153 1 62.4895 9
1800 69.32809 71.3678 1 65.1748 9
2160 71.31289 73.1989 1 67.3566 9
2520 72.96334 74.7156 1 69.0629 9
2880 74.3328 76.1306 1 70.6853 9
3240 75.50569 77.1756 1 72.3077 9
3600 76.57986 78.2114 1 73.3147 9
