sources avg max app min app
5 36.07014 44.4154 1 30.5499 8
10 42.16585 49.1741 1 36.3157 8
20 44.93851 51.7909 1 41.7959 9
30 46.74983 53.3389 1 42.0383 8
50 50.18622 56.3574 1 45.3664 10
70 51.18301 57.5793 1 47.6283 7
100 52.76886 59.6166 1 47.0591 9
200 57.65551 63.1195 1 53.9679 8
300 61.14728 66.5485 1 58.2198 7
500 65.21156 70.298 1 61.8645 7
