sources avg max app min app
5 0.39952 1.1429 8 0.1078 1
10 0.22039 0.3277 8 0.1025 1
20 1.06974 1.8229 10 0.5577 1
30 0.96674 1.418 10 0.6409 1
50 2.06821 2.6214 9 1.6789 1
70 3.0504 3.9627 8 2.5148 1
100 2.61616 2.9527 4 2.2017 1
200 6.62003 7.257 10 5.9521 1
300 7.99118 8.3589 5 7.57 4
500 9.82064 10.6588 8 8.9382 1
