time avg max app min app
0 0.0 0.0 1 0.0 1
360 32.17405 33.2105 6 30.3234 10
720 44.4 46.4202 7 41.8548 10
1080 51.18572 53.2266 7 48.7187 10
1440 55.11406 57.4659 7 52.7456 10
1800 57.79781 60.4569 7 55.2166 10
2160 60.41001 63.2831 7 57.9927 10
2520 62.2891 65.1672 7 59.7926 10
2880 63.74249 66.91 7 61.2569 10
3240 65.0998 68.1583 7 62.5076 10
3600 66.08216 69.2652 7 63.5448 10
