sources avg max app min app
5 36.84095 38.5595 5 35.9071 3
10 42.31621 43.487 9 40.5217 8
20 45.72397 48.671 10 43.8649 8
30 46.92933 50.22 6 44.0389 9
50 50.98441 52.4303 10 48.9424 6
70 52.5135 54.7172 7 50.3102 9
100 54.41205 55.7339 7 52.5551 10
200 60.48751 61.3959 9 59.6248 5
300 62.42639 64.1662 4 60.2436 10
500 67.31237 68.5895 9 66.3101 3
