sources avg max app min app
5 10.85696 21.2986 1 5.9486 9
10 12.57183 22.1084 1 7.4402 9
20 11.37614 20.8222 1 7.6526 8
30 9.83014 19.5289 1 6.5033 10
50 11.19867 19.5286 1 6.7597 10
70 11.90977 18.9803 1 7.7903 10
100 11.14182 19.3132 1 7.2422 10
200 11.16503 15.9462 1 8.8499 9
300 12.34313 16.8083 1 10.4154 7
500 13.82136 16.2919 1 11.0874 10
