sources avg max app min app
5 49.67125 89.4464 1 28.2322 10
10 48.53747 88.3036 1 27.1644 10
20 46.71819 84.093 1 28.2285 9
30 47.01816 84.1709 1 24.9627 9
50 46.95513 84.6008 1 25.9903 10
70 46.70928 84.2111 1 23.3638 10
100 46.46281 83.3531 1 22.7552 10
200 44.637 80.2019 1 24.668 10
300 44.32394 79.1432 1 24.1949 10
500 41.59429 75.7852 1 21.46 10
