sources avg max app min app
5 92.94583 92.9884 4 92.9028 8
10 86.3657 86.4122 10 86.2812 5
20 78.00478 78.1598 10 77.8392 2
30 78.75458 78.9067 10 78.6732 7
50 78.26159 78.4118 10 78.1708 4
70 77.71072 77.875 10 77.6241 6
100 76.91529 77.0586 10 76.8652 2
200 72.61525 72.7073 10 72.5746 6
300 71.18956 71.279 10 71.1106 7
500 68.57205 68.6349 10 68.5151 5
