sources avg max app min app
5 67.96793 73.198 9 62.9332 8
10 69.48239 71.2474 10 68.2238 9
20 68.62613 69.9714 5 65.3511 9
30 70.37795 71.2192 6 69.8319 10
50 73.72979 76.559 8 71.4252 7
70 73.00575 74.1818 10 71.6911 2
100 76.14839 78.4606 10 75.0611 7
200 76.99588 79.1937 9 74.894 7
300 80.71378 81.8182 10 79.0809 6
500 82.4144 83.8049 10 81.0195 7
