time avg max app min app
0 3.62728 9.0909 5 0.0 1
360 32.88183 33.6364 9 32.2727 8
720 34.0 34.6364 9 33.4545 2
1080 34.16364 34.9091 9 33.6364 6
1440 34.37271 34.8182 9 33.9091 3
1800 34.42725 34.8182 9 34.1818 2
2160 34.21816 34.4545 9 34.0 2
2520 34.23636 34.6364 5 34.0 2
2880 34.21816 34.4545 9 34.0 3
3240 34.19089 34.3636 5 34.0 2
3600 34.29089 34.5455 10 34.0909 2
