time avg max app min app
0 39.67273 94.0909 8 9.0909 10
360 75.92728 76.0909 10 75.8182 3
720 76.35452 76.5455 10 76.1818 6
1080 76.36361 76.5455 10 76.1818 2
1440 76.50909 76.6364 7 76.3636 3
1800 76.29998 76.5455 10 76.0909 2
2160 76.22725 76.3636 10 76.1818 1
2520 76.17271 76.3636 10 76.0909 2
2880 76.20907 76.3636 10 76.0909 9
3240 76.21816 76.3636 10 76.1818 1
3600 76.26361 76.4545 10 76.1818 4
