time avg max app min app
0 0.0 0.0 1 0.0 1
360 26.43637 59.0 1 13.0 10
720 28.5091 58.6364 1 15.2727 10
1080 27.42728 56.5455 1 14.4545 10
1440 27.09998 56.2727 1 14.4545 10
1800 26.69091 55.8182 1 14.0 10
2160 26.42727 55.3636 1 13.8182 10
2520 26.09091 54.9091 1 13.4545 10
2880 25.83636 54.3636 1 13.3636 10
3240 25.6909 54.2727 1 13.4545 10
3600 25.41817 53.9091 1 13.1818 10
