message_size avg max app min app
0.5 47.76363 50.2509 1 45.4255 7
1 47.05508 50.1401 1 44.677 8
5 47.85895 50.3065 1 45.072 10
10 47.7405 50.5319 1 45.7786 6
20 46.82546 49.9624 1 43.7469 10
30 46.90672 50.026 1 43.6377 8
50 45.7629 49.7949 1 42.3134 8
75 44.34566 49.2401 1 41.8981 6
100 41.63403 48.3701 1 36.4706 10
200 33.66351 37.4436 9 30.575 2
