message_size avg max app min app
0.5 50.32067 56.3629 1 45.2322 10
1 50.27114 56.2857 1 47.3756 8
5 50.27497 56.089 1 43.9939 7
10 49.62674 56.3231 1 43.8421 10
20 49.66535 56.2737 1 47.193 8
30 49.90139 55.9481 1 45.7572 6
50 48.25316 56.1401 1 43.5297 8
75 46.81398 56.0029 1 38.9194 10
100 45.06044 55.8183 1 38.6439 10
200 38.63078 46.5418 1 36.2782 4
