time avg max app min app
0 0.0 0.0 1 0.0 1
360 8.47195 14.0635 10 5.0726 4
720 17.8258 25.6254 10 12.5745 4
1080 26.222 33.0384 10 20.6562 2
1440 32.94443 38.4991 10 28.0794 2
1800 38.0951 42.4609 9 34.3293 3
2160 42.46891 46.1137 9 39.3394 2
2520 45.8239 49.2722 9 43.1764 2
2880 48.40352 51.2771 9 45.8034 2
3240 50.56947 53.0074 9 47.7862 7
3600 52.47936 54.8201 9 49.5996 7
