message_size avg max app min app
0.5 38.43979 50.9246 1 30.4348 9
1 37.86733 50.6775 1 30.4995 10
5 38.59119 51.1634 1 30.5693 9
10 38.0068 50.9628 1 29.6746 10
20 37.77889 50.616 1 30.1399 10
30 38.38056 50.8165 1 30.3781 9
50 38.64117 51.6898 1 29.3803 9
75 39.94605 53.0623 1 30.0897 10
100 38.85044 54.0332 1 28.8462 10
200 37.24057 60.6669 1 21.9313 10
