message_size avg max app min app
0.5 41.62645 44.2011 6 40.7745 5
1 40.94503 42.6606 6 38.7151 5
5 41.27498 43.0515 5 39.8533 9
10 41.09935 42.1702 2 39.1505 9
20 40.85811 42.6386 10 38.729 9
30 40.32983 42.0767 5 37.6424 9
50 38.48587 40.8267 3 35.0564 7
75 36.41877 39.5831 1 33.3016 6
100 33.63526 37.8949 1 28.6321 9
200 26.01667 34.5002 10 21.2971 1
