time avg max app min app
0 0.0 0.0 1 0.0 1
360 24.30909 37.7273 1 15.6364 10
720 29.25454 42.9091 1 20.8182 10
1080 31.82727 44.9091 1 23.0 10
1440 33.51817 46.7273 1 25.1818 10
1800 34.95454 48.1818 1 26.0 10
2160 36.23636 49.4545 1 27.0 10
2520 37.09091 50.3636 1 27.6364 10
2880 37.94546 51.1818 1 28.2727 10
3240 38.67274 51.9091 1 29.3636 10
3600 39.31817 52.5455 1 29.4545 10
