time avg max app min app
0 0.0 0.0 1 0.0 1
360 25.29222 27.4573 1 23.8095 5
720 38.87405 41.6059 1 37.0806 9
1080 46.26154 48.8879 1 44.094 7
1440 50.58106 53.4195 1 48.5673 7
1800 53.3794 56.2344 1 51.7007 7
2160 55.74285 58.7633 1 53.7621 7
2520 57.5627 60.4799 1 55.4937 7
2880 59.01577 61.9105 1 56.7512 7
3240 60.34807 63.3687 1 58.1942 7
3600 61.4767 64.587 1 59.2661 7
