time avg max app min app
0 0.0 0.0 1 0.0 1
360 16.68849 29.3961 1 11.3061 10
720 32.96607 47.3941 1 25.8869 9
1080 44.12829 56.7332 1 36.5299 9
1440 49.76413 61.2097 1 42.3763 10
1800 52.82704 63.5812 1 45.1669 10
2160 54.74713 64.8405 1 47.7848 10
2520 56.21661 65.8884 1 49.3096 10
2880 57.33242 66.4307 1 50.8918 10
3240 58.28006 67.0282 1 52.0138 10
3600 58.99374 67.4511 1 52.9056 10
