time avg max app min app
0 0.0 0.0 1 0.0 1
360 27.27273 58.0909 1 15.0 10
720 36.94545 63.4545 1 23.0 10
1080 41.24546 65.2727 1 27.5455 10
1440 42.52728 66.1818 1 29.8182 10
1800 42.92727 66.5455 1 29.8182 10
2160 43.01818 66.3636 1 30.1818 10
2520 42.77272 66.2727 1 30.0 10
2880 42.57273 66.0 1 29.8182 10
3240 42.28181 65.8182 1 29.6364 10
3600 42.04545 65.7273 1 29.0 10
