message_size avg max app min app
0.5 78.22873 78.3565 10 78.1598 7
1 78.22873 78.3565 10 78.1598 7
5 78.26159 78.4118 10 78.1708 4
10 78.35465 78.4321 10 78.2843 5
20 81.1942 81.2535 7 81.0737 4
30 81.27177 81.4953 1 81.095 5
50 83.08835 83.8314 1 82.5878 10
75 82.21637 88.1041 1 76.4175 10
100 82.60997 89.8149 1 75.8649 10
200 81.74393 96.6986 1 69.7683 9
