message_size avg max app min app
0.5 46.57359 85.2481 1 24.3465 9
1 46.45981 85.0548 1 26.3613 9
5 47.10527 84.1589 1 25.3263 10
10 46.32294 84.6043 1 22.5231 10
20 47.65845 86.3804 1 24.964 9
30 46.00488 84.7546 1 24.6351 9
50 46.0236 82.676 1 23.2125 10
75 44.15102 83.0148 1 24.9571 9
100 42.33001 81.9551 1 21.9047 10
200 35.14093 81.8092 1 17.8443 9
