time avg max app min app
0 1.81818 9.0909 7 0.0 1
360 29.73638 32.6364 2 27.0 9
720 31.10908 33.3636 3 28.4545 5
1080 31.22728 33.0 8 28.0909 9
1440 31.02727 33.0909 10 28.0 9
1800 30.88182 32.5455 1 28.7273 9
2160 30.83636 33.0909 1 28.4545 9
2520 30.95455 33.0 1 28.8182 9
2880 31.27272 33.3636 1 29.2727 9
3240 31.10908 33.1818 1 29.0909 9
3600 31.19999 32.8182 1 28.8182 9
