time avg max app min app
0 0.0 0.0 1 0.0 1
360 10.93075 15.7788 10 9.8028 8
720 23.68091 30.139 10 21.734 3
1080 33.34171 40.7643 10 31.4301 3
1440 40.2915 47.1338 10 37.9123 6
1800 45.45488 51.9687 10 43.1818 6
2160 49.07308 55.0666 10 46.5607 6
2520 52.08503 57.1222 10 49.2558 6
2880 54.35652 59.062 10 51.7297 6
3240 56.36323 60.7991 10 53.4996 6
3600 58.05248 61.7255 10 55.4706 6
