message_size avg max app min app
0.5 51.19264 53.6219 10 50.1898 6
1 50.77723 51.2245 10 50.0122 4
5 51.06558 52.3283 9 50.2908 5
10 50.77334 52.6717 6 48.7608 7
20 49.30144 50.2737 9 47.5789 10
30 48.44765 50.113 10 45.38 9
50 44.3007 46.3561 8 42.7419 10
75 39.2602 44.8124 10 37.6849 6
100 34.2487 43.1333 10 32.2747 4
200 16.52183 43.8322 10 8.8125 5
