message_size avg max app min app
0.5 26.60085 54.641 1 15.3112 10
1 26.2424 54.667 1 15.8088 10
5 26.53491 54.5282 1 13.5991 10
10 26.30747 54.8174 1 13.7478 10
20 26.79147 53.2523 1 14.1865 10
30 26.3543 53.5079 1 15.2466 10
50 28.09849 54.1905 1 16.0469 10
75 27.7598 54.995 1 14.3969 10
100 27.67522 56.9992 1 15.6176 9
200 25.40904 67.2532 1 11.6423 9
