message_size avg max app min app
0.5 73.82539 76.1501 9 72.0244 4
1 74.17712 78.0436 9 73.0227 3
5 73.42566 74.2324 6 72.599 4
10 73.07577 75.8735 5 69.9457 10
20 72.80639 74.4179 10 70.303 6
30 73.03246 76.3454 10 71.2121 5
50 70.66901 71.4876 4 69.8278 6
75 64.93434 69.2815 1 61.1821 8
100 60.56558 66.6298 1 57.6062 7
200 33.02908 61.4882 10 21.3663 5
