time avg max app min app
0 0 0 1 0 8
360 77.59092 77.9091 5 77.2727 9
720 77.65456 77.8182 2 77.4545 4
1080 77.52726 77.7273 1 77.2727 8
1440 77.43634 77.5455 2 77.2727 9
1800 77.4818 77.5455 2 77.4545 1
2160 77.39997 77.6364 10 77.2727 4
2520 77.46363 77.5455 1 77.3636 4
2880 77.59095 77.6364 2 77.5455 1
3240 77.41815 77.5455 6 77.3636 4
3600 77.55458 77.6364 6 77.4545 8
