message_size avg max app min app
0.5 47.42588 85.071 1 23.5686 10
1 47.69517 84.1682 1 25.9413 10
5 47.31277 85.489 1 25.8737 10
10 46.46098 84.905 1 21.3106 10
20 47.57459 86.3157 1 24.5422 10
30 47.33282 85.7432 1 25.8292 10
50 47.36711 85.0584 1 26.328 10
75 44.54936 85.0119 1 23.1528 9
100 45.02726 84.7448 1 24.6399 10
200 36.13283 84.2837 1 16.4734 9
