time avg max app min app
0 31.50001 85.5455 9 0.0 1
360 86.72729 86.9091 3 86.4545 5
720 86.84547 87.0 8 86.7273 1
1080 86.66366 86.8182 7 86.3636 1
1440 86.67276 86.9091 8 86.5455 4
1800 86.74548 86.9091 4 86.5455 5
2160 86.80911 86.9091 1 86.6364 3
2520 86.80002 86.9091 4 86.7273 1
2880 86.71821 86.8182 4 86.5455 1
3240 86.71821 86.9091 6 86.5455 1
3600 86.80002 86.8182 1 86.7273 3
