message_size avg max app min app
0.5 55.46439 60.0184 1 53.201 6
1 55.34569 60.4462 1 51.4392 10
5 55.45635 60.0959 1 52.0763 9
10 55.48039 60.3448 1 51.5562 9
20 55.13541 59.7799 1 49.8294 10
30 55.3856 60.1696 1 52.5253 10
50 54.9465 59.9611 1 48.9649 9
75 53.70441 59.4278 1 50.7769 10
100 52.8086 59.51 1 47.7965 8
200 47.6403 53.4332 1 45.886 4
