time avg max app min app
0 0.0 0.0 1 0.0 1
360 20.82726 35.4545 1 13.3636 9
720 25.73636 39.8182 1 16.8182 9
1080 28.89091 42.0909 1 21.2727 9
1440 31.1 44.0 1 23.3636 9
1800 32.69091 45.4545 1 24.6364 9
2160 34.29091 47.0 1 26.1818 9
2520 35.40908 48.0909 1 27.3636 9
2880 36.34546 48.7273 1 28.3636 9
3240 37.13636 49.7273 1 29.2727 9
3600 37.82727 50.3636 1 29.8182 9
