time avg max app min app
0 0.0 0.0 1 0.0 1
360 18.49066 19.6319 5 17.3269 8
720 29.63556 31.243 7 27.9852 8
1080 36.95299 38.3714 5 35.1952 8
1440 41.67484 43.1311 7 39.9829 8
1800 44.59714 46.2504 10 42.6332 8
2160 47.01771 49.0664 10 45.1126 8
2520 48.97312 50.8111 10 46.9649 8
2880 50.43945 52.5559 10 48.4184 8
3240 51.6912 53.8108 10 49.6723 8
3600 52.97259 55.2189 10 50.8692 8
