message_size avg max app min app
0.5 53.9287 57.0864 9 50.279 10
1 54.0518 58.4416 10 51.5909 5
5 53.9638 55.6001 7 51.9279 9
10 52.67407 54.4844 10 46.4389 9
20 52.74233 54.0954 5 51.1177 10
30 52.97259 55.2189 10 50.8692 8
50 49.00004 50.5411 5 46.7216 10
75 45.3861 50.6239 10 43.6339 3
100 41.13682 51.7528 10 38.3995 3
200 19.12046 55.4338 10 12.0418 3
