time avg max app min app
0 0.0 0.0 1 0.0 1
360 26.66908 32.3508 1 24.5397 10
720 38.83825 45.2342 1 36.1335 10
1080 44.89109 50.3306 1 42.723 6
1440 48.13682 53.3058 1 45.9454 6
1800 50.13975 55.3719 1 47.7806 6
2160 51.45157 56.4922 1 49.1891 6
2520 52.87744 57.8972 1 50.5335 6
2880 53.82577 58.6501 1 51.4085 6
3240 54.70723 59.3756 1 52.3901 6
3600 55.46439 60.0184 1 53.201 6
