time avg max app min app
0 0.0 0.0 1 0.0 1
360 26.10457 26.9064 10 25.3289 6
720 42.03351 44.2557 10 40.6244 6
1080 50.3503 53.1802 10 48.9495 6
1440 54.90683 57.376 10 53.6215 9
1800 57.95069 60.5728 10 56.7838 6
2160 59.99489 62.6374 10 58.8077 9
2520 61.84549 64.2358 10 60.6557 9
2880 63.25264 65.6677 10 61.997 9
3240 64.35221 66.4669 10 63.1893 9
3600 65.49539 67.7323 10 64.2027 9
