time avg max app min app
0 0.0 0.0 1 0.0 1
360 26.25081 27.3275 9 25.5696 7
720 43.91212 45.7869 8 42.9459 7
1080 54.06203 55.661 8 53.1844 3
1440 59.82877 61.4184 9 58.8084 3
1800 64.08372 65.7996 9 62.7502 4
2160 66.88 68.8116 9 65.5309 4
2520 68.96618 71.057 9 67.4408 4
2880 70.95136 73.138 9 69.4118 4
3240 72.52335 74.6166 9 70.8174 4
3600 73.82539 76.1501 9 72.0244 4
