time avg max app min app
0 0.0 0.0 1 0.0 1
360 22.73098 23.6443 6 21.4849 4
720 34.1271 35.8603 10 32.6805 4
1080 40.56144 42.2811 7 38.8308 8
1440 44.12128 46.6714 7 42.2365 8
1800 46.204 49.0336 7 44.1006 9
2160 47.90529 50.9186 7 45.648 9
2520 49.34184 52.398 7 47.2506 9
2880 50.28616 53.1854 7 48.273 9
3240 51.23915 54.0205 7 49.1572 9
3600 52.11425 55.0465 7 49.9598 8
