message_size avg max app min app
0.5 11.37985 20.2483 1 6.8421 10
1 11.93492 20.1056 1 7.2698 10
5 11.42149 19.6574 1 6.1936 10
10 11.32712 20.1682 1 7.5847 9
20 11.67139 22.2518 1 8.4534 8
30 11.76123 21.8969 1 9.219 8
50 9.55778 19.3499 1 6.0054 10
75 8.3757 17.6537 1 5.8467 10
100 7.93363 14.8534 1 6.2939 6
200 5.36293 8.8774 1 3.401 10
