message_size avg max app min app
0.5 46.23708 83.4339 1 23.1748 10
1 46.00907 83.7753 1 26.52 10
5 46.9222 83.5941 1 23.8619 10
10 45.04159 82.3208 1 22.401 9
20 44.7852 82.0787 1 23.1881 9
30 44.3123 80.8227 1 24.0647 8
50 40.35911 73.2444 1 20.5979 10
75 36.73751 65.2423 1 20.384 9
100 32.70731 57.6441 1 18.5976 9
200 18.95684 31.4488 1 11.2558 9
