message_size avg max app min app
0.5 8.72048 16.8968 1 5.2406 8
1 8.69407 16.9695 1 4.9895 10
5 8.87405 17.1143 1 6.5587 7
10 8.51968 16.654 1 4.9043 10
20 9.3554 19.9135 1 4.9558 10
30 9.04126 19.782 1 5.2302 10
50 7.9247 17.6276 1 5.9561 6
75 6.82895 16.6796 1 4.5272 6
100 6.38314 14.6119 1 4.4189 7
200 3.62741 9.5201 1 2.2436 9
