message_size avg max app min app
0.5 61.37706 67.3336 1 55.8125 10
1 61.44792 67.2764 1 58.0324 8
5 61.31508 67.1422 1 55.0676 7
10 60.73735 67.3096 1 54.8891 10
20 61.09488 67.2358 1 58.3217 7
30 61.34386 67.0106 1 57.1961 6
50 60.54371 67.4549 1 56.111 8
75 59.60061 67.3927 1 52.0134 10
100 58.99374 67.4511 1 52.9056 10
200 54.73487 63.1472 1 51.1848 7
