time avg max app min app
0 0.0 0.0 1 0.0 1
360 22.12486 23.1724 7 20.6104 10
720 33.60929 35.3473 9 31.2438 10
1080 40.48312 42.8289 9 37.1185 10
1440 44.44463 47.0356 9 40.827 10
1800 46.89836 50.2541 9 42.7962 10
2160 48.90587 52.1739 9 44.9951 10
2520 50.57634 54.0655 9 46.833 10
2880 51.7499 55.2513 9 48.0801 10
3240 52.85945 56.0418 9 49.2616 10
3600 53.9287 57.0864 9 50.279 10
