time avg max app min app
0 0.0 0.0 1 0.0 1
360 13.13517 13.6311 2 12.5195 8
720 29.96753 30.5525 7 29.039 8
1080 43.19604 43.9088 4 42.337 6
1440 51.01108 52.311 4 50.0779 8
1800 57.2072 58.8613 4 56.2677 6
2160 61.33287 62.8099 4 60.483 9
2520 64.50689 65.7484 4 63.4943 9
2880 67.05022 68.1083 10 66.0795 9
3240 69.16603 70.1102 4 68.3671 6
3600 70.66901 71.4876 4 69.8278 6
