time avg max app min app
0 1.20909 9.0909 6 0.0 1
1 23.12727 24.5455 1 22.4545 10
2 23.99998 25.1818 9 23.3636 5
3 24.36364 25.2727 9 23.8182 3
4 24.03637 24.6364 9 23.6364 4
5 23.8 24.3636 9 23.3636 4
6 23.84548 24.5455 9 23.6364 3
7 23.97273 24.3636 9 23.7273 4
8 24.12727 24.6364 9 23.9091 5
9 24.01818 24.2727 9 23.7273 7
10 24.19998 24.3636 6 24.0 4
