time avg max app min app
0 0.0 0.0 1 0.0 1
1 17.54348 30.3043 1 13.2609 8
2 21.70869 33.6957 1 16.8696 10
3 24.70436 36.7391 1 18.4348 8
4 26.83912 38.6957 1 20.913 8
5 28.53043 40.2609 1 22.5652 8
6 29.91305 41.6522 1 23.6522 8
7 31.03044 42.8261 1 25.087 8
8 32.30001 44.0435 1 26.2174 8
9 33.19565 44.7826 1 27.087 8
10 33.9087 45.6522 1 27.6522 8
