time avg max app min app
0 0.0 0.0 1 0.0 1
1 13.42827 14.1828 8 12.6739 7
2 22.30016 23.7166 8 21.0 7
3 28.65898 30.3955 8 27.297 6
4 33.54001 35.2941 10 31.6448 6
5 37.22044 39.4856 10 35.0287 6
6 39.87798 42.3558 10 37.4897 6
7 42.10493 44.7002 10 39.6637 6
8 43.65552 46.4336 10 41.1403 6
9 45.15189 48.0108 10 42.4836 6
10 46.46081 49.4174 10 43.7244 6
