time avg max app min app
0 13.33333 66.6667 9 0.0 2
1 25.16666 26.6667 9 23.3333 4
2 24.03333 24.6667 9 22.6667 7
3 24.2 24.6667 3 23.0 7
4 24.16669 24.6667 3 23.6667 1
5 24.2 24.6667 6 23.6667 4
6 24.03333 24.3333 3 23.6667 2
7 24.03333 24.3333 3 23.6667 2
8 24.03332 24.3333 1 23.3333 4
9 24.06667 24.6667 6 23.6667 1
10 24.3 24.6667 6 24.0 1
