time avg max app min app
0 0.0 0.0 1 0.0 1
1 50.72171 59.2929 1 46.1095 8
2 56.66364 65.9596 1 52.1614 8
3 60.22505 68.5859 1 55.6196 8
4 65.23325 73.2323 1 61.0951 8
5 69.71214 76.6667 1 65.1297 8
6 73.47397 79.0909 1 68.8761 8
7 77.34666 82.5253 1 73.1988 8
8 79.07271 83.7374 1 75.7925 8
9 80.91499 85.0505 1 77.8098 8
10 82.46653 86.7677 1 78.9625 8
