time avg max app min app
0 0.0 0.0 1 0.0 1
1 46.71514 50.3884 1 44.0589 10
2 55.29914 59.7433 1 51.8402 10
3 59.82427 64.0324 1 56.4669 10
4 63.12287 67.0044 1 59.4724 6
5 65.48536 69.4698 1 60.9912 6
6 67.22604 71.0908 1 62.776 10
7 69.15576 73.0159 1 64.5636 10
8 70.47596 74.2655 1 65.4048 10
9 71.66892 75.7852 1 66.2461 10
10 72.80279 76.9672 1 67.1924 10
