time avg max app min app
0 0.0 0.0 1 0.0 1
1 42.36666 70.0 1 29.6667 9
2 43.33334 70.0 1 29.6667 9
3 42.53334 69.6667 1 28.6667 9
4 41.93332 69.3333 1 28.3333 9
5 41.46667 68.6667 1 28.0 9
6 41.2 68.6667 1 27.3333 9
7 40.63334 67.6667 1 27.0 9
8 40.36668 67.6667 1 26.6667 9
9 40.06667 67.0 1 26.3333 9
10 39.73333 67.0 1 26.0 9
