time avg max app min app
0 0.0 0.0 1 0.0 1
1 56.59195 58.8398 8 53.1414 7
2 62.80072 65.7459 8 58.9005 7
3 66.58371 69.0608 8 63.089 7
4 72.0448 74.8619 8 67.801 7
5 75.69425 78.635 9 70.4188 7
6 79.1318 81.2155 8 74.0838 7
7 81.34807 83.6795 9 76.7016 7
8 82.61753 84.8665 9 78.2723 7
9 84.25791 86.9436 9 80.1047 7
10 85.47661 88.1306 9 80.8901 7
