time avg max app min app
0 0.0 0.0 1 0.0 1
1 34.46373 35.813 5 33.3441 4
2 44.20561 45.9732 9 43.231 4
3 48.33848 50.4698 9 47.2131 6
4 51.26924 53.7584 9 50.1325 10
5 53.26628 55.6376 9 52.1809 4
6 54.73021 56.9799 9 53.6424 10
7 56.35766 58.4564 9 55.2318 10
8 57.71499 59.8658 9 56.534 6
9 58.65706 60.6711 9 57.2185 10
10 59.80605 62.0805 9 58.3199 4
