time avg max app min app
0 0 0 1 0.0 4
1 83.43477 83.6522 7 83.2609 5
2 83.72173 83.8261 3 83.5652 8
3 83.61305 83.6957 2 83.5217 5
4 83.78697 83.8696 2 83.6957 5
5 83.70002 83.8261 3 83.4783 8
6 83.6435 83.6957 3 83.5652 4
7 83.63479 83.7391 7 83.5652 4
8 83.58696 83.7826 7 83.4783 5
9 83.65653 83.8261 7 83.5217 5
10 83.63044 83.7826 7 83.5217 4
